"","DinEstFE","S2_S3_p","Areas","DinamicaG","Dinamica","EstratoFE","Estrato","n","FE","U","AreasAnualizada","EmisAbs","U_DA","U_FE_DA","Ui2_Ai2"
"1","OU-PRAD -- EOTnL/P","OT - EOTnL/P",176,"RECUPERACION PRADERA","OU-PRAD","EOTnL/P","EOTnL/P",0,NA,NA,176,NA,0,NA,NA
"2","OU-PRAD -- EOTnL/P","AGR_AN - EOTnL/P",40,"RECUPERACION PRADERA","OU-PRAD","EOTnL/P","EOTnL/P",0,NA,NA,40,NA,0,NA,NA
"3","OU-PRAD -- MXnL/P","OT - MXnL/P",6578,"RECUPERACION PRADERA","OU-PRAD","MXnL/P","MXnL/P",41,-0.13,0,6578,-855.14,0,0,0
"4","OU-PRAD -- MXnL/P","ACUI - MXnL/P",19,"RECUPERACION PRADERA","OU-PRAD","MXnL/P","MXnL/P",41,-0.13,0,19,-2.47,0,0,0
"5","OU-PRAD -- MXnL/P","AH - MXnL/P",14,"RECUPERACION PRADERA","OU-PRAD","MXnL/P","MXnL/P",41,-0.13,0,14,-1.82,0,0,0
"6","OU-PRAD -- MXnL/P","AGR_PER - MXnL/P",42,"RECUPERACION PRADERA","OU-PRAD","MXnL/P","MXnL/P",41,-0.13,0,42,-5.46,0,0,0
"7","OU-PRAD -- MXnL/P","AGR_AN - MXnL/P",258347,"RECUPERACION PRADERA","OU-PRAD","MXnL/P","MXnL/P",41,-0.13,0,258347,-33585.11,0,0,0
"8","OU-PRAD -- MXnL/S","OT - MXnL/S",9112,"RECUPERACION PRADERA","OU-PRAD","MXnL/S","MXnL/S",4,-0.13,0,9112,-1184.56,0,0,0
"9","OU-PRAD -- MXnL/S","AGR_AN - MXnL/S",69800,"RECUPERACION PRADERA","OU-PRAD","MXnL/S","MXnL/S",4,-0.13,0,69800,-9074,0,0,0
"10","OU-PRAD -- MXnL/S","AGR_PER - MXnL/S",896,"RECUPERACION PRADERA","OU-PRAD","MXnL/S","MXnL/S",4,-0.13,0,896,-116.48,0,0,0
"11","OU-PRAD -- P","OT - P",3085,"RECUPERACION PRADERA","OU-PRAD","P","P",113,-0.3511,0,3085,-1083.1435,0,0,0
"12","OU-PRAD -- P","AGR_PER - P",17899,"RECUPERACION PRADERA","OU-PRAD","P","P",113,-0.3511,0,17899,-6284.3389,0,0,0
"13","OU-PRAD -- P","AGR_AN - P",185074,"RECUPERACION PRADERA","OU-PRAD","P","P",113,-0.3511,0,185074,-64979.4814,0,0,0
"14","OU-PRAD -- P","AH - P",2860,"RECUPERACION PRADERA","OU-PRAD","P","P",113,-0.3511,0,2860,-1004.146,0,0,0
"15","OU-PRAD -- VHnL/P","AGR_PER - VHnL/P",312,"RECUPERACION PRADERA","OU-PRAD","VHnL/P","VHnL/P",2,-0.17,0,312,-53.04,0,0,0
"16","OU-PRAD -- VHnL/P","OT - VHnL/P",716,"RECUPERACION PRADERA","OU-PRAD","VHnL/P","VHnL/P",2,-0.17,0,716,-121.72,0,0,0
"17","OU-PRAD -- VHnL/P","AGR_AN - VHnL/P",1296,"RECUPERACION PRADERA","OU-PRAD","VHnL/P","VHnL/P",2,-0.17,0,1296,-220.32,0,0,0
"18","OU-PRAD -- VHnL/P","ACUI - VHnL/P",370,"RECUPERACION PRADERA","OU-PRAD","VHnL/P","VHnL/P",2,-0.17,0,370,-62.9,0,0,0
"19","OU-PRAD -- VHnL/P","AH - VHnL/P",16,"RECUPERACION PRADERA","OU-PRAD","VHnL/P","VHnL/P",2,-0.17,0,16,-2.72,0,0,0
"20","OU-TF -- BC","OT - BC",86,"REFORESTACION","OU-TF","BC",NA,NA,NA,NA,86,NA,0,NA,NA
"21","OU-TF -- BC","AGR_AN - BC",563,"REFORESTACION","OU-TF","BC",NA,NA,NA,NA,563,NA,0,NA,NA
"22","OU-TF -- BC","P - BC",12910,"REFORESTACION","OU-TF","BC",NA,NA,NA,NA,12910,NA,0,NA,NA
"23","OU-TF -- BC","AGR_PER - BC",831,"REFORESTACION","OU-TF","BC",NA,NA,NA,NA,831,NA,0,NA,NA
"24","OU-TF -- BC ",NA,NA,NA,NA,NA,"BC ",3,NA,NA,NA,NA,0,NA,NA
"25","OU-TF -- BCO/P","AGR_PER - BCO/P",751,"REFORESTACION","OU-TF","BCO/P","BCO/P",1715,-0.62,0,751,-465.62,0,0,0
"26","OU-TF -- BCO/P","P - BCO/P",12035,"REFORESTACION","OU-TF","BCO/P","BCO/P",1715,-0.62,0,12035,-7461.7,0,0,0
"27","OU-TF -- BCO/P","AH - BCO/P",1,"REFORESTACION","OU-TF","BCO/P","BCO/P",1715,-0.62,0,1,-0.62,0,0,0
"28","OU-TF -- BCO/P","AGR_AN - BCO/P",12498,"REFORESTACION","OU-TF","BCO/P","BCO/P",1715,-0.62,0,12498,-7748.76,0,0,0
"29","OU-TF -- BCO/P","MXnL/P - BCO/P",668,"REFORESTACION","OU-TF","BCO/P","BCO/P",1715,-0.62,0,668,-414.16,0,0,0
"30","OU-TF -- BCO/S","AGR_PER - BCO/S",49,"REFORESTACION","OU-TF","BCO/S","BCO/S",384,-0.96,0,49,-47.04,0,0,0
"31","OU-TF -- BCO/S","MXnL/P - BCO/S",190,"REFORESTACION","OU-TF","BCO/S","BCO/S",384,-0.96,0,190,-182.4,0,0,0
"32","OU-TF -- BCO/S","P - BCO/S",7390,"REFORESTACION","OU-TF","BCO/S","BCO/S",384,-0.96,0,7390,-7094.4,0,0,0
"33","OU-TF -- BCO/S","AGR_AN - BCO/S",9521,"REFORESTACION","OU-TF","BCO/S","BCO/S",384,-0.96,0,9521,-9140.16,0,0,0
"34","OU-TF -- BE/P","AGR_AN - BE/P",9508,"REFORESTACION","OU-TF","BE/P","BE/P",1225,-0.68,0,9508,-6465.44,0,0,0
"35","OU-TF -- BE/P","AH - BE/P",120,"REFORESTACION","OU-TF","BE/P","BE/P",1225,-0.68,0,120,-81.6,0,0,0
"36","OU-TF -- BE/P","AGR_PER - BE/P",750,"REFORESTACION","OU-TF","BE/P","BE/P",1225,-0.68,0,750,-510,0,0,0
"37","OU-TF -- BE/P","MXnL/P - BE/P",1266,"REFORESTACION","OU-TF","BE/P","BE/P",1225,-0.68,0,1266,-860.88,0,0,0
"38","OU-TF -- BE/P","P - BE/P",14334,"REFORESTACION","OU-TF","BE/P","BE/P",1225,-0.68,0,14334,-9747.12,0,0,0
"39","OU-TF -- BE/P","OT - BE/P",24,"REFORESTACION","OU-TF","BE/P","BE/P",1225,-0.68,0,24,-16.32,0,0,0
"40","OU-TF -- BE/S","MXnL/P - BE/S",8,"REFORESTACION","OU-TF","BE/S","BE/S",488,-0.73,0,8,-5.84,0,0,0
"41","OU-TF -- BE/S","OT - BE/S",15,"REFORESTACION","OU-TF","BE/S","BE/S",488,-0.73,0,15,-10.95,0,0,0
"42","OU-TF -- BE/S","AGR_AN - BE/S",10726,"REFORESTACION","OU-TF","BE/S","BE/S",488,-0.73,0,10726,-7829.98,0,0,0
"43","OU-TF -- BE/S","AH - BE/S",70,"REFORESTACION","OU-TF","BE/S","BE/S",488,-0.73,0,70,-51.1,0,0,0
"44","OU-TF -- BE/S","P - BE/S",13834,"REFORESTACION","OU-TF","BE/S","BE/S",488,-0.73,0,13834,-10098.82,0,0,0
"45","OU-TF -- BM/P","AH - BM/P",14,"REFORESTACION","OU-TF","BM/P","BM/P",108,-0.55,0,14,-7.7,0,0,0
"46","OU-TF -- BM/P","AGR_PER - BM/P",1461,"REFORESTACION","OU-TF","BM/P","BM/P",108,-0.55,0,1461,-803.55,0,0,0
"47","OU-TF -- BM/P","AGR_AN - BM/P",1189,"REFORESTACION","OU-TF","BM/P","BM/P",108,-0.55,0,1189,-653.95,0,0,0
"48","OU-TF -- BM/P","P - BM/P",1734,"REFORESTACION","OU-TF","BM/P","BM/P",108,-0.55,0,1734,-953.7,0,0,0
"49","OU-TF -- BM/S","AGR_AN - BM/S",3194,"REFORESTACION","OU-TF","BM/S","BM/S",31,-0.85,0,3194,-2714.9,0,0,0
"50","OU-TF -- BM/S","P - BM/S",386,"REFORESTACION","OU-TF","BM/S","BM/S",31,-0.85,0,386,-328.1,0,0,0
"51","OU-TF -- BM/S","AGR_PER - BM/S",336,"REFORESTACION","OU-TF","BM/S","BM/S",31,-0.85,0,336,-285.6,0,0,0
"52","OU-TF -- EOTL/P","AGR_AN - EOTL/P",896,"REFORESTACION","OU-TF","EOTL/P","EOTL/P",3,-0.09,0,896,-80.64,0,0,0
"53","OU-TF -- EOTL/P","MXnL/S - EOTL/P",259,"REFORESTACION","OU-TF","EOTL/P","EOTL/P",3,-0.09,0,259,-23.31,0,0,0
"54","OU-TF -- EOTL/P","P - EOTL/P",1565,"REFORESTACION","OU-TF","EOTL/P","EOTL/P",3,-0.09,0,1565,-140.85,0,0,0
"55","OU-TF -- EOTL/P","VHnL/P - EOTL/P",10,"REFORESTACION","OU-TF","EOTL/P","EOTL/P",3,-0.09,0,10,-0.9,0,0,0
"56","OU-TF -- EOTL/S","MXnL/P - EOTL/S",2,"REFORESTACION","OU-TF","EOTL/S","EOTL/S",11,-0.09,0,2,-0.18,0,0,0
"57","OU-TF -- EOTL/S","VHnL/P - EOTL/S",5,"REFORESTACION","OU-TF","EOTL/S","EOTL/S",11,-0.09,0,5,-0.45,0,0,0
"58","OU-TF -- EOTL/S","AGR_AN - EOTL/S",503,"REFORESTACION","OU-TF","EOTL/S","EOTL/S",11,-0.09,0,503,-45.27,0,0,0
"59","OU-TF -- EOTL/S","P - EOTL/S",1483,"REFORESTACION","OU-TF","EOTL/S","EOTL/S",11,-0.09,0,1483,-133.47,0,0,0
"60","OU-TF -- MXL/P","OT - MXL/P",488,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,488,-73.2,0,0,0
"61","OU-TF -- MXL/P","MXnL/P - MXL/P",24057,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,24057,-3608.55,0,0,0
"62","OU-TF -- MXL/P","MXnL/S - MXL/P",923,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,923,-138.45,0,0,0
"63","OU-TF -- MXL/P","AGR_AN - MXL/P",10629,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,10629,-1594.35,0,0,0
"64","OU-TF -- MXL/P","P - MXL/P",26507,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,26507,-3976.05,0,0,0
"65","OU-TF -- MXL/P","AGR_PER - MXL/P",492,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,492,-73.8,0,0,0
"66","OU-TF -- MXL/P","VHnL/P - MXL/P",111,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,111,-16.65,0,0,0
"67","OU-TF -- MXL/P","AH - MXL/P",107,"REFORESTACION","OU-TF","MXL/P","MXL/P",258,-0.15,0,107,-16.05,0,0,0
"68","OU-TF -- MXL/S","MXnL/P - MXL/S",246,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,246,-78.72,0,0,0
"69","OU-TF -- MXL/S","OT - MXL/S",158,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,158,-50.56,0,0,0
"70","OU-TF -- MXL/S","P - MXL/S",9440,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,9440,-3020.8,0,0,0
"71","OU-TF -- MXL/S","AGR_PER - MXL/S",2292,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,2292,-733.44,0,0,0
"72","OU-TF -- MXL/S","MXnL/S - MXL/S",223,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,223,-71.36,0,0,0
"73","OU-TF -- MXL/S","AGR_AN - MXL/S",15191,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,15191,-4861.12,0,0,0
"74","OU-TF -- MXL/S","VHnL/P - MXL/S",44,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,44,-14.08,0,0,0
"75","OU-TF -- MXL/S","AH - MXL/S",3,"REFORESTACION","OU-TF","MXL/S","MXL/S",30,-0.32,0,3,-0.96,0,0,0
"76","OU-TF -- SC/P","VHnL/P - SC/P",1248,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,1248,-1010.88,0,0,0
"77","OU-TF -- SC/P","MXnL/P - SC/P",22,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,22,-17.82,0,0,0
"78","OU-TF -- SC/P","OT - SC/P",86,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,86,-69.66,0,0,0
"79","OU-TF -- SC/P","ACUI - SC/P",22,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,22,-17.82,0,0,0
"80","OU-TF -- SC/P","AGR_PER - SC/P",6820,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,6820,-5524.2,0,0,0
"81","OU-TF -- SC/P","P - SC/P",22826,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,22826,-18489.06,0,0,0
"82","OU-TF -- SC/P","AH - SC/P",433,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,433,-350.73,0,0,0
"83","OU-TF -- SC/P","AGR_AN - SC/P",31484,"REFORESTACION","OU-TF","SC/P","SC/P",326,-0.81,0,31484,-25502.04,0,0,0
"84","OU-TF -- SC/S","P - SC/S",37276,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,37276,-25347.68,0,0,0
"85","OU-TF -- SC/S","AGR_PER - SC/S",6461,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,6461,-4393.48,0,0,0
"86","OU-TF -- SC/S","OT - SC/S",48,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,48,-32.64,0,0,0
"87","OU-TF -- SC/S","AGR_AN - SC/S",45757,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,45757,-31114.76,0,0,0
"88","OU-TF -- SC/S","ACUI - SC/S",50,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,50,-34,0,0,0
"89","OU-TF -- SC/S","VHnL/P - SC/S",199,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,199,-135.32,0,0,0
"90","OU-TF -- SC/S","EOTnL/P - SC/S",8,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,8,-5.44,0,0,0
"91","OU-TF -- SC/S","AH - SC/S",92,"REFORESTACION","OU-TF","SC/S","SC/S",198,-0.68,0,92,-62.56,0,0,0
"92","OU-TF -- SP/P","AGR_AN - SP/P",34870,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,34870,-42192.7,0,0,0
"93","OU-TF -- SP/P","AGR_PER - SP/P",2378,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,2378,-2877.38,0,0,0
"94","OU-TF -- SP/P","AH - SP/P",821,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,821,-993.41,0,0,0
"95","OU-TF -- SP/P","P - SP/P",104256,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,104256,-126149.76,0,0,0
"96","OU-TF -- SP/P","EOTnL/P - SP/P",55,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,55,-66.55,0,0,0
"97","OU-TF -- SP/P","OT - SP/P",253,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,253,-306.13,0,0,0
"98","OU-TF -- SP/P","VHnL/P - SP/P",2027,"REFORESTACION","OU-TF","SP/P","SP/P",605,-1.21,0,2027,-2452.67,0,0,0
"99","OU-TF -- SP/S","OT - SP/S",83,"REFORESTACION","OU-TF","SP/S","SP/S",72,-1.64,0,83,-136.12,0,0,0
"100","OU-TF -- SP/S","VHnL/P - SP/S",558,"REFORESTACION","OU-TF","SP/S","SP/S",72,-1.64,0,558,-915.12,0,0,0
"101","OU-TF -- SP/S","AH - SP/S",454,"REFORESTACION","OU-TF","SP/S","SP/S",72,-1.64,0,454,-744.56,0,0,0
"102","OU-TF -- SP/S","AGR_AN - SP/S",6649,"REFORESTACION","OU-TF","SP/S","SP/S",72,-1.64,0,6649,-10904.36,0,0,0
"103","OU-TF -- SP/S","P - SP/S",51422,"REFORESTACION","OU-TF","SP/S","SP/S",72,-1.64,0,51422,-84332.08,0,0,0
"104","OU-TF -- SP/S","AGR_PER - SP/S",4197,"REFORESTACION","OU-TF","SP/S","SP/S",72,-1.64,0,4197,-6883.08,0,0,0
"105","OU-TF -- SSC/P","VHnL/P - SSC/P",94,"REFORESTACION","OU-TF","SSC/P","SSC/P",365,-1.76,0,94,-165.44,0,0,0
"106","OU-TF -- SSC/P","AGR_AN - SSC/P",33878,"REFORESTACION","OU-TF","SSC/P","SSC/P",365,-1.76,0,33878,-59625.28,0,0,0
"107","OU-TF -- SSC/P","P - SSC/P",30847,"REFORESTACION","OU-TF","SSC/P","SSC/P",365,-1.76,0,30847,-54290.72,0,0,0
"108","OU-TF -- SSC/P","AGR_PER - SSC/P",1772,"REFORESTACION","OU-TF","SSC/P","SSC/P",365,-1.76,0,1772,-3118.72,0,0,0
"109","OU-TF -- SSC/P","AH - SSC/P",69,"REFORESTACION","OU-TF","SSC/P","SSC/P",365,-1.76,0,69,-121.44,0,0,0
"110","OU-TF -- SSC/S","AGR_AN - SSC/S",7788,"REFORESTACION","OU-TF","SSC/S","SSC/S",78,-1.18,0,7788,-9189.84,0,0,0
"111","OU-TF -- SSC/S","AH - SSC/S",17,"REFORESTACION","OU-TF","SSC/S","SSC/S",78,-1.18,0,17,-20.06,0,0,0
"112","OU-TF -- SSC/S","VHnL/P - SSC/S",27,"REFORESTACION","OU-TF","SSC/S","SSC/S",78,-1.18,0,27,-31.86,0,0,0
"113","OU-TF -- SSC/S","P - SSC/S",12361,"REFORESTACION","OU-TF","SSC/S","SSC/S",78,-1.18,0,12361,-14585.98,0,0,0
"114","OU-TF -- SSC/S","AGR_PER - SSC/S",50,"REFORESTACION","OU-TF","SSC/S","SSC/S",78,-1.18,0,50,-59,0,0,0
"115","OU-TF -- VHL/P","AGR_PER - VHL/P",321,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,321,-38.52,0,0,0
"116","OU-TF -- VHL/P","AGR_AN - VHL/P",1747,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,1747,-209.64,0,0,0
"117","OU-TF -- VHL/P","AH - VHL/P",295,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,295,-35.4,0,0,0
"118","OU-TF -- VHL/P","VHnL/P - VHL/P",3581,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,3581,-429.72,0,0,0
"119","OU-TF -- VHL/P","OT - VHL/P",2415,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,2415,-289.8,0,0,0
"120","OU-TF -- VHL/P","MXnL/S - VHL/P",108,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,108,-12.96,0,0,0
"121","OU-TF -- VHL/P","P - VHL/P",4481,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,4481,-537.72,0,0,0
"122","OU-TF -- VHL/P","EOTnL/P - VHL/P",797,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,797,-95.64,0,0,0
"123","OU-TF -- VHL/P","ACUI - VHL/P",217,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,217,-26.04,0,0,0
"124","OU-TF -- VHL/P","MXnL/P - VHL/P",4094,"REFORESTACION","OU-TF","VHL/P","VHL/P",43,-0.12,0,4094,-491.28,0,0,0
"125","OU-TF -- VHL/S","ACUI - VHL/S",26,"REFORESTACION","OU-TF","VHL/S","VHL/S",5,-0.12,0,26,-3.12,0,0,0
"126","OU-TF -- VHL/S","AGR_AN - VHL/S",14,"REFORESTACION","OU-TF","VHL/S","VHL/S",5,-0.12,0,14,-1.68,0,0,0
"127","OU-TF -- VHL/S","OT - VHL/S",374,"REFORESTACION","OU-TF","VHL/S","VHL/S",5,-0.12,0,374,-44.88,0,0,0
"128","OU-TF -- VHL/S","VHnL/P - VHL/S",134,"REFORESTACION","OU-TF","VHL/S","VHL/S",5,-0.12,0,134,-16.08,0,0,0
"129","OU-TF -- VHL/S","P - VHL/S",322,"REFORESTACION","OU-TF","VHL/S","VHL/S",5,-0.12,0,322,-38.64,0,0,0
"130","PRAD-OU -- EOTnL/P","EOTnL/P - AGR_PER",17,"PERDIDA PRADERAS","PRAD-OU","EOTnL/P","EOTnL/P",3,NA,NA,4.25,NA,0,NA,NA
"131","PRAD-OU -- EOTnL/P","EOTnL/P - ACUI",324,"PERDIDA PRADERAS","PRAD-OU","EOTnL/P","EOTnL/P",3,NA,NA,81,NA,0,NA,NA
"132","PRAD-OU -- EOTnL/P","EOTnL/P - OT",805,"PERDIDA PRADERAS","PRAD-OU","EOTnL/P","EOTnL/P",3,NA,NA,201.25,NA,0,NA,NA
"133","PRAD-OU -- EOTnL/P","EOTnL/P - AGR_AN",959,"PERDIDA PRADERAS","PRAD-OU","EOTnL/P","EOTnL/P",3,NA,NA,239.75,NA,0,NA,NA
"134","PRAD-OU -- EOTnL/P","EOTnL/P - AH",584,"PERDIDA PRADERAS","PRAD-OU","EOTnL/P","EOTnL/P",3,NA,NA,146,NA,0,NA,NA
"135","PRAD-OU -- MXnL/P","MXnL/P - OT",14635,"PERDIDA PRADERAS","PRAD-OU","MXnL/P","MXnL/P",864,0.6,23.5,3658.75,2195.25,0,23.5,2661360435.14062
"136","PRAD-OU -- MXnL/P","MXnL/P - AGR_PER",2019,"PERDIDA PRADERAS","PRAD-OU","MXnL/P","MXnL/P",864,0.6,23.5,504.75,302.85,0,23.5,50651333.150625
"137","PRAD-OU -- MXnL/P","MXnL/P - AH",4690,"PERDIDA PRADERAS","PRAD-OU","MXnL/P","MXnL/P",864,0.6,23.5,1172.5,703.5,0,23.5,273315290.0625
"138","PRAD-OU -- MXnL/P","MXnL/P - AGR_AN",165203,"PERDIDA PRADERAS","PRAD-OU","MXnL/P","MXnL/P",864,0.6,23.5,41300.75,24780.45,0,23.5,339120545291.331
"139","PRAD-OU -- MXnL/P","MXnL/P - ACUI",8655,"PERDIDA PRADERAS","PRAD-OU","MXnL/P","MXnL/P",864,0.6,23.5,2163.75,1298.25,0,23.5,930791453.765625
"140","PRAD-OU -- MXnL/S","MXnL/S - AGR_AN",49186,"PERDIDA PRADERAS","PRAD-OU","MXnL/S","MXnL/S",81,0.9,91.7,12296.5,11066.85,0,91.7,1029880223200.72
"141","PRAD-OU -- MXnL/S","MXnL/S - OT",129,"PERDIDA PRADERAS","PRAD-OU","MXnL/S","MXnL/S",81,0.9,91.7,32.25,29.025,0,91.7,7084074.63605625
"142","PRAD-OU -- MXnL/S","MXnL/S - AGR_PER",278,"PERDIDA PRADERAS","PRAD-OU","MXnL/S","MXnL/S",81,0.9,91.7,69.5,62.55,0,91.7,32899803.147225
"143","PRAD-OU -- MXnL/S","MXnL/S - AH",1413,"PERDIDA PRADERAS","PRAD-OU","MXnL/S","MXnL/S",81,0.9,91.7,353.25,317.925,0,91.7,849939535.607006
"144","PRAD-OU -- MXnL/S","MXnL/S - ACUI",1027,"PERDIDA PRADERAS","PRAD-OU","MXnL/S","MXnL/S",81,0.9,91.7,256.75,231.075,0,91.7,448998194.628506
"145","PRAD-OU -- P","P - ACUI",573,"PERDIDA PRADERAS","PRAD-OU","P","P",1806,3.3,12.6,143.25,472.725,0,12.6,35477926.632225
"146","PRAD-OU -- P","P - AGR_AN",554049,"PERDIDA PRADERAS","PRAD-OU","P","P",1806,3.3,12.6,138512.25,457090.425,0,12.6,33169989806051.8
"147","PRAD-OU -- P","P - AGR_PER",37837,"PERDIDA PRADERAS","PRAD-OU","P","P",1806,3.3,12.6,9459.25,31215.525,0,12.6,154697173002.828
"148","PRAD-OU -- P","P - AH",45688,"PERDIDA PRADERAS","PRAD-OU","P","P",1806,3.3,12.6,11422,37692.6,0,12.6,225555427364.098
"149","PRAD-OU -- P","P - OT",5845,"PERDIDA PRADERAS","PRAD-OU","P","P",1806,3.3,12.6,1461.25,4822.125,0,12.6,3691628739.50063
"150","PRAD-OU -- VHnL/P","VHnL/P - OT",1007,"PERDIDA PRADERAS","PRAD-OU","VHnL/P","VHnL/P",156,1.2,59.2,251.75,302.1,0,59.2,319848901.8624
"151","PRAD-OU -- VHnL/P","VHnL/P - ACUI",491,"PERDIDA PRADERAS","PRAD-OU","VHnL/P","VHnL/P",156,1.2,59.2,122.75,147.3,0,59.2,76041190.4256
"152","PRAD-OU -- VHnL/P","VHnL/P - AGR_AN",6304,"PERDIDA PRADERAS","PRAD-OU","VHnL/P","VHnL/P",156,1.2,59.2,1576,1891.2,0,59.2,12534826637.7216
"153","PRAD-OU -- VHnL/P","VHnL/P - AGR_PER",13,"PERDIDA PRADERAS","PRAD-OU","VHnL/P","VHnL/P",156,1.2,59.2,3.25,3.9,0,59.2,53305.5744
"154","PRAD-OU -- VHnL/P","VHnL/P - AH",146,"PERDIDA PRADERAS","PRAD-OU","VHnL/P","VHnL/P",156,1.2,59.2,36.5,43.8,0,59.2,6723441.5616
"155","PRAD-PRAD -- EOTnL/P","MXnL/P - EOTnL/P",108,"PERMANENCIA PRADERA","PRAD-PRAD","EOTnL/P","EOTnL/P",3,0.110515363826348,200.622589953096,108,11.9356592932456,0,200.622589953096,5733931.38727323
"156","PRAD-PRAD -- EOTnL/P","P - EOTnL/P",1,"PERMANENCIA PRADERA","PRAD-PRAD","EOTnL/P","EOTnL/P",3,0.110515363826348,200.622589953096,1,0.110515363826348,0,200.622589953096,491.59219712562
"157","PRAD-PRAD -- EOTnL/P","EOTnL/P - EOTnL/P",148252,"PERMANENCIA PRADERA","PRAD-PRAD","EOTnL/P","EOTnL/P",3,0.110515363826348,200.622589953096,148252,16384.1237179837,0,200.622589953096,10804535549078.5
"158","PRAD-PRAD -- MXnL/P","VHnL/P - MXnL/P",20,"PERMANENCIA PRADERA","PRAD-PRAD","MXnL/P","MXnL/P",734,0.0100348969613639,154.367363407139,20,0.200697939227278,0,154.367363407139,959.835479624664
